Wall time,Step,Value
1726888762.4919133,1,2.9199914932250977
1726888799.2487009,2,2.5070061683654785
1726888833.9672303,3,2.425746440887451
1726888869.8663607,4,2.37373685836792
1726888903.7030654,5,2.301318407058716
1726888939.1667373,6,2.238731622695923
1726888972.6720564,7,2.213240623474121
1726889007.974644,8,2.1871843338012695
1726889043.2935734,9,2.1627938747406006
1726889076.8956628,10,2.1470210552215576
1726889112.090269,11,2.136781692504883
1726889145.862174,12,2.130746364593506
1726889179.4780915,13,2.133402109146118
1726889215.1003187,14,2.110459327697754
1726889250.8028066,15,2.0926101207733154
1726889285.9941976,16,2.072808027267456
1726889321.1210127,17,2.057800531387329
1726889355.6880136,18,2.044294595718384
1726889391.3543632,19,2.0215110778808594
1726889426.0425656,20,2.0119242668151855
1726889461.777611,21,1.989477276802063
1726889495.1898131,22,1.9684703350067139
1726889529.798051,23,1.9436811208724976
1726889564.256465,24,1.9115318059921265
1726889599.0501273,25,1.9122475385665894
1726889634.7711241,26,1.8973923921585083
1726889668.528763,27,1.883364200592041
1726889702.2569492,28,1.8721867799758911
1726889737.74531,29,1.8370734453201294
1726889771.734309,30,1.837371587753296
1726889805.2811675,31,1.8199228048324585
1726889838.9436646,32,1.803663969039917
1726889873.2525406,33,1.8029032945632935
1726889907.1186304,34,1.7873331308364868
1726889941.2485485,35,1.782017707824707
1726889974.9003992,36,1.7767021656036377
1726890008.5625672,37,1.7367463111877441
1726890042.7050354,38,1.7632724046707153
1726890077.5701263,39,1.7390506267547607
1726890112.3983035,40,1.7220003604888916
1726890144.9769459,41,1.7201194763183594
1726890177.8316338,42,1.7088937759399414
1726890211.7454724,43,1.7031996250152588
1726890246.334872,44,1.7048239707946777
1726890280.008376,45,1.6998100280761719
1726890311.9494126,46,1.6936322450637817
1726890343.6784077,47,1.6720877885818481
1726890377.2452009,48,1.6677151918411255
1726890410.6599445,49,1.6568940877914429
1726890441.960984,50,1.653031349182129
1726890475.5960665,51,1.6522808074951172
1726890506.6267257,52,1.625651240348816
1726890537.6035962,53,1.6471518278121948
1726890570.573225,54,1.6279816627502441
1726890601.5674222,55,1.6259715557098389
1726890634.4562342,56,1.6082336902618408
1726890667.6373327,57,1.6082813739776611
1726890699.079695,58,1.6182981729507446
1726890731.768051,59,1.5999010801315308
1726890763.309721,60,1.5996679067611694
1726890793.7025023,61,1.5939300060272217
1726890826.0649257,62,1.5862867832183838
1726890856.8462665,63,1.5791566371917725
1726890887.1602833,64,1.5868169069290161
1726890919.557792,65,1.5975723266601562
1726890950.421043,66,1.56768798828125
1726890983.27474,67,1.5657933950424194
1726891013.6002984,68,1.5740256309509277
1726891044.8713365,69,1.570373296737671
1726891076.5905118,70,1.5658440589904785
1726891108.7221057,71,1.5630347728729248
1726891141.2145872,72,1.5557087659835815
1726891173.603365,73,1.550156831741333
1726891204.1623178,74,1.54665207862854
1726891234.4605567,75,1.5406568050384521
1726891266.6357527,76,1.540771722793579
1726891297.1771274,77,1.5348329544067383
1726891329.477115,78,1.5310081243515015
1726891361.5170372,79,1.5409408807754517
1726891391.5789263,80,1.541776418685913
1726891423.3641655,81,1.5266252756118774
1726891455.1022046,82,1.533454179763794
1726891485.3656156,83,1.5233100652694702
1726891515.936548,84,1.516491413116455
1726891547.8123827,85,1.5222536325454712
1726891577.8393009,86,1.5191526412963867
1726891609.9418085,87,1.508895993232727
1726891640.3053913,88,1.5211621522903442
1726891669.9947093,89,1.5060749053955078
1726891699.4324565,90,1.5206272602081299
1726891729.5384898,91,1.5030046701431274
1726891759.468513,92,1.5134468078613281
1726891789.32621,93,1.4970273971557617
1726891820.6716716,94,1.491412878036499
1726891850.4903345,95,1.4978492259979248
1726891880.1836197,96,1.4953124523162842
1726891912.4680278,97,1.488770604133606
1726891943.8590796,98,1.4947046041488647
1726891973.6844773,99,1.4896858930587769
1726892005.2615817,100,1.4995872974395752
1726892036.485436,101,1.4899598360061646
1726892067.562574,102,1.485823154449463
1726892097.027726,103,1.476056694984436
1726892127.2092547,104,1.4853119850158691
1726892158.6007404,105,1.4733096361160278
1726892189.12394,106,1.4793788194656372
1726892218.934398,107,1.471058964729309
1726892248.5586522,108,1.4642107486724854
1726892280.2219274,109,1.467323899269104
1726892309.8992827,110,1.4742026329040527
1726892341.3145275,111,1.4891395568847656
1726892370.5464787,112,1.463858723640442
1726892400.4874182,113,1.465864658355713
1726892429.5428357,114,1.4563790559768677
1726892459.2594523,115,1.4561514854431152
1726892489.2141325,116,1.4493266344070435
1726892520.1058946,117,1.442525029182434
1726892551.2845898,118,1.4606878757476807
1726892587.2974513,119,1.4590933322906494
1726892617.1208756,120,1.4497145414352417
1726892647.0892603,121,1.4473425149917603
1726892682.6681387,122,1.4490009546279907
1726892718.3930817,123,1.4503525495529175
1726892747.8762481,124,1.4571555852890015
1726892777.2614179,125,1.4522976875305176
1726892806.5608292,126,1.4447436332702637
1726892835.9626687,127,1.4406025409698486
1726892865.307041,128,1.4438836574554443
1726892894.5967436,129,1.4461511373519897
1726892923.7050238,130,1.4254757165908813
1726892954.0972888,131,1.4357028007507324
1726892983.376208,132,1.437554955482483
1726893012.2482162,133,1.4415488243103027
1726893042.9250987,134,1.428277611732483
1726893071.861066,135,1.4330723285675049
1726893101.0714912,136,1.4287331104278564
1726893131.3841949,137,1.4227129220962524
1726893160.5797157,138,1.414867877960205
1726893189.727817,139,1.4386827945709229
1726893218.6174114,140,1.4357942342758179
1726893247.8282883,141,1.4271162748336792
1726893277.171367,142,1.4310792684555054
1726893306.2634175,143,1.4233696460723877
1726893335.225645,144,1.4324800968170166
1726893364.4666011,145,1.4130289554595947
1726893393.63422,146,1.4335126876831055
1726893423.0114758,147,1.419605016708374
1726893452.104597,148,1.429941177368164
1726893481.5973296,149,1.4157391786575317
1726893510.6383429,150,1.4242504835128784
1726893541.380822,151,1.4186134338378906
1726893570.3373873,152,1.4117467403411865
1726893599.1193974,153,1.4170621633529663
1726893628.0118701,154,1.3963700532913208
1726893657.0578969,155,1.413900375366211
1726893687.8752775,156,1.412324070930481
1726893716.8657544,157,1.4093106985092163
1726893746.1235373,158,1.4157214164733887
1726893775.261387,159,1.40909743309021
