Wall time,Step,Value
1726906755.9623723,1,1.4008013010025024
1726906817.0844655,2,1.3723162412643433
1726906878.701011,3,1.3451837301254272
1726906937.7068624,4,1.307655930519104
1726906995.9045217,5,1.258162498474121
1726907051.9207819,6,1.2110172510147095
1726907113.3109546,7,1.1563291549682617
1726907173.5309186,8,1.1037102937698364
1726907234.511196,9,1.0420076847076416
1726907294.1843152,10,0.9565417766571045
1726907353.9501035,11,0.8949711918830872
1726907414.040247,12,0.8437677621841431
1726907473.5316315,13,0.8032772541046143
1726907533.268082,14,0.7680791020393372
1726907593.5008805,15,0.7440351843833923
1726907652.4955015,16,0.7215960621833801
1726907707.7249036,17,0.7005470395088196
1726907766.569468,18,0.6813151836395264
1726907824.9050913,19,0.6679977178573608
1726907883.6118145,20,0.6514863967895508
1726907937.9763815,21,0.6507545113563538
1726907996.869425,22,0.6392166614532471
1726908055.0599945,23,0.627640962600708
1726908113.7509913,24,0.622241199016571
1726908171.4463205,25,0.6123164892196655
1726908229.255752,26,0.5991203188896179
1726908286.4208949,27,0.5918591618537903
1726908344.2854724,28,0.5916503667831421
1726908397.6089036,29,0.5822662115097046
1726908451.2276554,30,0.585917592048645
1726908507.9245696,31,0.5742022395133972
1726908564.5267625,32,0.5702664256095886
1726908621.3917742,33,0.5678033828735352
1726908674.420487,34,0.5599867105484009
1726908731.0285497,35,0.5602579116821289
1726908873.2697487,36,0.5556080937385559
1726908925.172378,37,0.5470512509346008
1726908977.242923,38,0.5420358180999756
1726909033.31097,39,0.5464879870414734
1726909089.8222623,40,0.5426428318023682
1726909145.6769643,41,0.5336830019950867
1726909197.232998,42,0.5308712124824524
1726909253.6487823,43,0.5343408584594727
1726909304.718409,44,0.525888204574585
1726909356.7658248,45,0.5275253057479858
1726909414.110254,46,0.5227899551391602
1726909473.9375103,47,0.5253941416740417
1726909525.4632115,48,0.5251914858818054
1726909577.1425772,49,0.516867995262146
1726909628.6223378,50,0.5194161534309387
1726909679.094251,51,0.5130038857460022
1726909730.502721,52,0.5160011649131775
1726909781.904576,53,0.5101079940795898
1726909837.663469,54,0.509046196937561
1726909977.1505978,55,0.5061655044555664
1726910028.6958566,56,0.5034306645393372
1726910078.8492572,57,0.5028690099716187
1726910130.115139,58,0.5039513111114502
1726910185.8021822,59,0.5053675770759583
1726910236.2445853,60,0.49955490231513977
1726910287.0734456,61,0.5028998851776123
1726910337.7831073,62,0.4983389675617218
1726910394.2906744,63,0.49537569284439087
1726910445.8653295,64,0.4967246651649475
1726910498.3281875,65,0.4946945309638977
1726910548.8173556,66,0.49261385202407837
1726910599.6158001,67,0.4903971254825592
1726910650.1659517,68,0.48546355962753296
1726910701.057023,69,0.48808714747428894
1726910749.5744746,70,0.4840264320373535
1726910802.4755929,71,0.4849816560745239
1726910853.2968588,72,0.4906691908836365
1726910908.511624,73,0.4850364625453949
1726910964.0970552,74,0.4825214743614197
1726911014.5645514,75,0.4878843128681183
1726911070.3642895,76,0.48353299498558044
1726911120.966365,77,0.47772714495658875
1726911171.909129,78,0.4760596454143524
1726911222.625286,79,0.4733748137950897
1726911273.7614968,80,0.4814204275608063
1726911324.163693,81,0.4752102494239807
1726911374.83755,82,0.4765460193157196
1726911424.9874928,83,0.474628746509552
1726911480.9435928,84,0.47317010164260864
1726911531.5382059,85,0.47718194127082825
1726911582.7008626,86,0.4722471237182617
1726912746.5367608,87,0.4713868200778961
1726912803.132153,88,0.47529441118240356
1726912854.1378763,89,0.4717806875705719
1726912905.054339,90,0.4697713553905487
1726912956.1559935,91,0.4693254232406616
1726913006.5966167,92,0.46501243114471436
1726913057.1196578,93,0.47014039754867554
1726913107.7329016,94,0.4646226465702057
1726913158.4222589,95,0.4625985026359558
1726913208.9089997,96,0.46254563331604004
1726913258.9514852,97,0.4601232707500458
1726913309.3622797,98,0.4669002890586853
1726913359.7166545,99,0.4607083201408386
1726913409.8860824,100,0.46269679069519043
1726913460.158067,101,0.46070364117622375
1726913510.5953853,102,0.45911654829978943
1726913561.068377,103,0.4631749093532562
1726913611.7691035,104,0.4620091915130615
1726913662.544662,105,0.46066224575042725
1726913712.9752629,106,0.4584818482398987
1726913763.6659305,107,0.45857930183410645
1726913814.1011515,108,0.45495912432670593
1726913864.529046,109,0.45362553000450134
1726913915.5793858,110,0.4529338479042053
1726913965.8242874,111,0.45436811447143555
1726914016.2455606,112,0.4536060094833374
1726914067.3438663,113,0.452869176864624
1726914123.0146677,114,0.44988468289375305
1726914177.5101197,115,0.4486009478569031
1726914228.1930954,116,0.44851821660995483
1726914279.084524,117,0.44967690110206604
1726914329.5958695,118,0.4471728205680847
1726914380.4911082,119,0.448469340801239
1726914430.960637,120,0.44972050189971924
1726914481.9094462,121,0.451122909784317
1726914532.6777005,122,0.45149698853492737
1726914587.8427553,123,0.44187965989112854
1726914638.9199061,124,0.4503902494907379
1726914694.558413,125,0.4484539031982422
1726914745.1300287,126,0.4475395083427429
1726914795.9521263,127,0.44951921701431274
1726914846.8354368,128,0.4474562704563141
1726914897.194107,129,0.4474719166755676
1726914947.5183408,130,0.44927147030830383
1726914997.434487,131,0.44116267561912537
1726915047.8808475,132,0.4444662630558014
1726915097.8528469,133,0.44389835000038147
1726915147.4868352,134,0.4376499652862549
1726915197.6051476,135,0.4388897716999054
1726915247.7244608,136,0.44476383924484253
1726915297.935915,137,0.4459710717201233
1726915348.0091915,138,0.43890225887298584
1726915401.8700647,139,0.43940964341163635
1726915451.9128208,140,0.44028353691101074
1726915502.0084264,141,0.4404744803905487
1726915552.4000905,142,0.43658241629600525
1726915602.701473,143,0.43924644589424133
1726915652.6613796,144,0.4325732886791229
1726915702.4252381,145,0.43865275382995605
1726915752.2617729,146,0.43677112460136414
1726915803.4059978,147,0.4351355731487274
1726915853.3595793,148,0.4366951286792755
1726915903.6050594,149,0.4380967617034912
1726915953.85645,150,0.4330814778804779
1726916003.4984107,151,0.4328555762767792
1726916053.5105557,152,0.43519702553749084
1726916103.646127,153,0.4346732795238495
1726916154.7964597,154,0.4388608932495117
1726916204.968894,155,0.43475621938705444
1726916256.2213814,156,0.43462416529655457
1726916307.0852685,157,0.4298277795314789
1726916357.547009,158,0.43445953726768494
1726916408.3053732,159,0.43319132924079895
1726916458.7451243,160,0.4314908981323242
1726916509.1597795,161,0.4281614124774933
1726916559.8693433,162,0.43154823780059814
1726916610.6843445,163,0.4341094195842743
1726916661.2390718,164,0.43467381596565247
1726916712.145501,165,0.43452852964401245
1726916767.2021716,166,0.4327675998210907
1726916817.2380195,167,0.4321756958961487
1726916867.7336283,168,0.4319820702075958
1726916922.3605113,169,0.42942339181900024
1726916970.5163004,170,0.43330511450767517
1726917021.0166085,171,0.4279597997665405
1726917071.7374117,172,0.42789244651794434
1726917121.950799,173,0.4272795021533966
1726917172.7232223,174,0.43143582344055176
1726917222.82023,175,0.43129998445510864
1726917273.2900572,176,0.43298420310020447
1726917323.704612,177,0.4282519221305847
1726917374.226723,178,0.43338239192962646
1726917424.413163,179,0.4280230402946472
1726917474.495507,180,0.4259229898452759
1726917524.771113,181,0.4313916563987732
1726917574.7515883,182,0.42510175704956055
1726917625.000002,183,0.4320436418056488
1726917675.289589,184,0.4293361008167267
1726917725.192624,185,0.4274924695491791
1726917777.6441154,186,0.4012458026409149
1726917825.5874896,187,0.3945313096046448
1726917877.3216376,188,0.39497002959251404
1726917925.5505145,189,0.39608997106552124
1726917976.1110616,190,0.3943081498146057
1726918027.1903324,191,0.39813318848609924
1726918075.4631944,192,0.39477962255477905
1726918126.73006,193,0.3920323848724365
1726918174.1518767,194,0.3912738561630249
1726918221.713642,195,0.38617247343063354
1726918269.1530464,196,0.3884776830673218
1726918316.987342,197,0.38760825991630554
1726918364.2657588,198,0.38893628120422363
1726918412.4030113,199,0.38839322328567505
1726918460.2072647,200,0.3907252252101898
